station_european_code;station_local_code;country_iso_code;country_name;station_name;station_start_date;station_end_date;type_of_station;station_ozone_classification;station_type_of_area;station_subcat_rural_back;street_type;station_longitude_deg;station_latitude_deg;station_altitude;station_city;lau_level1_code;lau_level2_code;lau_level2_name;EMEP_station
ES1613A;28045002;ES;SPAIN;ES1613A-COLMENAR VIEJO;06/10/2001;;Traffic;urban;urban;unknown;Unknown;-3.772222;40.666389;905;COLMENAR VIEJO;;28045;Colmenar Viejo;no
ES1614A;28051001;ES;SPAIN;ES1614A-CHAPINERÍA;06/10/2001;;Background;rural background;rural;regional;Unknown;-4.204169;40.379166;675;CHAPINERÍA;;28051;Chapinería;no
ES1615A;10037001;ES;SPAIN;ES1615A-CÁCERES;01/11/2001;;Background;urban;urban;unknown;Unknown;-6.360278;39.472778;389;CÁCERES;;10037;Cáceres;no
ES1616A;10182001;ES;SPAIN;ES1616A-MONFRAGÜE;01/11/2001;;Background;rural background;rural;regional;Unknown;-5.939722;39.849167;376;TORIL;;10182;Toril;no
ES1617A;46017002;ES;SPAIN;ES1617A-ALZIRA;09/11/2001;;Background;suburban;suburban;unknown;Unknown;-0.457778;39.150000;60;ALZIRA;;46017;Alzira;no
ES1618A;37274010;ES;SPAIN;ES1618A-SALAMANCA 5;01/01/2002;;Traffic;urban;urban;unknown;Unknown;-5.665278;40.979167;797;SALAMANCA;;37274;Salamanca;no
ES1619A;46250043;ES;SPAIN;ES1619A-VALÈNCIA-VIVERS;01/01/2002;;Background;urban;urban;unknown;Unknown;-0.368333;39.478056;11;VALENCIA;;46250;Valencia;no
ES1620A;11020003;ES;SPAIN;ES1620A-CARTUJA;17/02/2002;;Industrial;suburban;suburban;unknown;Unknown;-6.114489;36.660861;49;JEREZ DE LA FRONTERA;;11020;Jerez de la Frontera;no
ES1621A;12005004;ES;SPAIN;ES1621A-L_ALCORA-PM;06/04/2002;;Industrial;urban;urban;unknown;Unknown;-0.206389;40.068611;175;ALCORA (L_);;12005;Alcora (l_);no
ES1622A;12135004;ES;SPAIN;ES1622A-VILA-REAL-PM;06/04/2002;;Industrial;urban;urban;unknown;Unknown;-0.105833;39.941667;60;VILLARREAL/VILA-REAL;;12135;Vila-real;no
ES1623A;3009006;ES;SPAIN;ES1623A-ALCOI - VERGE DELS LLIRIS;25/06/2002;;Background;urban;urban;unknown;Unknown;-0.466944;38.706389;534;ALCOY/ALCOI;;3009;Alcoy;no
ES1624A;3065006;ES;SPAIN;ES1624A-ELX-AGROALIMENTARI;27/06/2002;;Background;suburban;suburban;unknown;Unknown;-0.682778;38.242222;44;ELCHE/ELX;;3065;Elche;no
ES1625A;46078004;ES;SPAIN;ES1625A-BURJASSOT - FACULTATS;01/07/2002;;Traffic;urban;urban;unknown;Unknown;-0.417778;39.509444;25;BURJASSOT;;46078;Burjassot;no
ES1627A;30005002;ES;SPAIN;ES1627A-ALCANTARILLA;01/12/2001;;Industrial;suburban;suburban;unknown;Unknown;-1.230833;37.975556;80;ALCANTARILLA;;30005;Alcantarilla;no
ES1629A;47186028;ES;SPAIN;ES1629A-LABRADORES II;01/04/2002;;Traffic;urban;urban;unknown;Unknown;-4.719444;41.646946;693;VALLADOLID;;;;no
ES1630A;41059001;ES;SPAIN;ES1630A-ALJARAFE;04/04/2002;;Background;suburban;suburban;unknown;Unknown;-6.042461;37.340750;50;MAIRENA DEL ALJARAFE;;41059;Mairena del Aljarafe;no
ES1631A;47186027;ES;SPAIN;ES1631A-ARCO DE LADRILLO II;01/05/2002;;Traffic;urban;urban;unknown;Unknown;-4.730278;41.645556;700;VALLADOLID;;;;no
ES1632A;47186029;ES;SPAIN;ES1632A-VEGA SICILIA;01/05/2002;;Traffic;urban;urban;unknown;Unknown;-4.746667;41.620556;690;VALLADOLID;;47186;Valladolid;no
ES1633A;30030007;ES;SPAIN;ES1633A-SAN BASILIO;21/05/2002;;Traffic;suburban;suburban;unknown;Unknown;-1.144722;37.993611;40;MURCIA;;30030;Murcia;no
ES1634A;11022007;ES;SPAIN;ES1634A-E7:EL ZABAL;03/06/2002;;Background;urban;urban;unknown;Unknown;-5.341939;36.173150;8;LÍNEA DE LA CONCEPCIÓN (LA);;11022;Línea de la Concepción (La);no
ES1635A;3014006;ES;SPAIN;ES1635A-ALACANT-EL PLÁ;01/07/2002;;Traffic;urban;urban;unknown;Unknown;-0.471944;38.359444;45;ALICANTE/ALACANT;;3014;Alicante;no
ES1636A;47186030;ES;SPAIN;ES1636A-PUENTE REGUERAL;01/08/2002;;Industrial;urban;urban;unknown;Unknown;-4.733889;41.656111;691;VALLADOLID;;47186;Valladolid;no
ES1637A;11004006;ES;SPAIN;ES1637A-E4:RINCONCILLO;13/09/2002;;Industrial;urban;urban;unknown;Unknown;-5.442550;36.161739;1;ALGECIRAS;;11004;Algeciras;no
ES1638A;41091018;ES;SPAIN;ES1638A-BERMEJALES;13/09/2002;;Background;urban;urban;unknown;Unknown;-5.979631;37.347189;26;SEVILLA;;41091;Sevilla;no
ES1639A;4066006;ES;SPAIN;ES1639A-NÍJAR;22/09/2002;;Industrial;rural;rural;near city;Unknown;-2.198611;36.966946;343;NÍJAR;;;;no
ES1640A;41004006;ES;SPAIN;ES1640A-ALCALÁ DE GUADAIRA;27/09/2002;;Background;urban;urban;unknown;Unknown;-5.833719;37.342461;68;ALCALÁ DE GUADAIRA;;41004;Alcalá de Guadaíra;no
ES1641A;50297036;ES;SPAIN;ES1641A-RENOVALES;01/10/2002;;Background;urban;urban;unknown;Unknown;-0.893611;41.635278;220;ZARAGOZA;;50297;Zaragoza;no
ES1642A;8298008;ES;SPAIN;ES1642A-BD-VIC (ESTADIE MUNICIPAL D_ATLETISME);01/10/2002;;Background;suburban;suburban;unknown;Unknown;2.240000;41.936667;498;VIC;;8298;Vic;no
ES1643A;42173001;ES;SPAIN;ES1643A-SORIA;01/10/2002;;Traffic;urban;urban;unknown;Unknown;-2.466667;41.766667;1090;SORIA;;42173;Soria;no
ES1644A;41091019;ES;SPAIN;ES1644A-CENTRO;28/10/2002;;Background;urban;urban;unknown;Unknown;-5.991489;37.388081;19;SEVILLA;;41091;Sevilla;no
ES1645A;28079027;ES;SPAIN;ES1645A-BARAJAS - PUEBLO;31/12/2002;;Background;urban;urban;unknown;Unknown;-3.575000;40.474722;631;MADRID;;28079;Madrid;no
ES1646A;28079026;ES;SPAIN;ES1646A-BARAJAS I;31/12/2002;11/01/2010;Traffic;urban;urban;unknown;Unknown;-3.578889;40.459999;620;MADRID;;28079;Madrid;no
ES1647A;48054003;ES;SPAIN;ES1647A-ONDIZ;01/01/2003;01/01/2007;Background;suburban;suburban;unknown;Unknown;-2.994175;43.323055;72;LEIOA;;48054;Leioa;no
ES1648A;11008009;ES;SPAIN;ES1648A-E2: ALCORNOCALES;28/01/2003;;Background;rural background;rural;remote;Unknown;-5.663500;36.233861;189;BARRIOS (LOS);;11008;Barrios (Los);no
ES1649A;26011001;ES;SPAIN;ES1649A-ALFARO;01/02/2003;;Industrial;rural;rural;near city;Unknown;-1.743333;42.175833;365;ALFARO;;26011;Alfaro;no
ES1650A;48055002;ES;SPAIN;ES1650A-LEMONA;10/02/2003;;Industrial;suburban;suburban;unknown;Unknown;-2.778611;43.211111;49;LEMOA;;48055;Lemoa;no
ES1651A;33037012;ES;SPAIN;ES1651A-JARDINES DE JUAN XXIII;13/02/2003;;Traffic;urban;urban;unknown;Unknown;-5.772778;43.250833;206;MIERES;;33037;Mieres;no
ES1652A;23087002;ES;SPAIN;ES1652A-TORREDONJIMENO;25/02/2003;;Industrial;suburban;suburban;unknown;Unknown;-3.947689;37.761561;605;TORREDONJIMENO;;;;no
ES1653A;41038001;ES;SPAIN;ES1653A-DOS HERMANAS;26/02/2003;;Background;urban;urban;unknown;Unknown;-5.913839;37.284489;49;DOS HERMANAS;;41038;Dos Hermanas;no
ES1654A;41088001;ES;SPAIN;ES1654A-SIERRA NORTE;18/03/2003;;Background;rural background;rural;remote;Unknown;-5.666869;37.994350;573;SAN NICOLÁS DEL PUERTO;;41088;San Nicolás del Puerto;no
ES1656A;23050003;ES;SPAIN;ES1656A-RONDA DEL VALLE;27/04/2003;;Background;urban;urban;unknown;Unknown;-3.781569;37.782550;480;JAÉN;;23050;Jaén;no
ES1657A;29069001;ES;SPAIN;ES1657A-MARBELLA;16/05/2003;;Background;suburban;suburban;unknown;Unknown;-4.979889;36.498169;39;MARBELLA;;29069;Marbella;no
ES1658A;21041017;ES;SPAIN;ES1658A-CAMPUS DEL CARMEN;22/05/2003;;Industrial;urban;urban;unknown;Unknown;-6.924619;37.271481;48;HUELVA;;21041;Huelva;no
ES1659A;15005009;ES;SPAIN;ES1659A-LAÑAS;31/12/1992;;Industrial;rural;rural;regional;Unknown;-8.518910;43.295277;100;ARTEIXO;;15005;Arteixo;no
ES1660A;31032001;ES;SPAIN;ES1660A-CTCC-ARGUEDAS;01/01/2003;;Background;rural background;rural;regional;Unknown;-1.585556;42.208333;475;ARGUEDAS;;31032;Arguedas;no
ES1661A;31232002;ES;SPAIN;ES1661A-CTCC-TUDELA;01/01/2003;;Background;rural background;rural;regional;Unknown;-1.626944;42.074722;383;TUDELA;;31232;Tudela;no
ES1662A;31107001;ES;SPAIN;ES1662A-CTCC-FUNES;01/01/2003;;Background;rural background;rural;regional;Unknown;-1.808333;42.308333;460;FUNES;;;;no
ES1663A;8263006;ES;SPAIN;ES1663A-ESCOLA VERGE DEL ROCIO;01/02/2003;;Industrial;suburban;suburban;unknown;Unknown;2.003333;41.400833;30;SANT VICENÇ DELS HORTS;;8263;Sant Vicenç dels Horts;no
ES1664A;11004007;ES;SPAIN;ES1664A-ALGECIRAS EPS;28/07/2003;;Industrial;urban;urban;unknown;Unknown;-5.453431;36.136231;24;ALGECIRAS;;11004;Algeciras;no
ES1665A;8125012;ES;SPAIN;ES1665A-MONTCADA-AJUNTAMENT;17/07/2003;;Industrial;suburban;suburban;unknown;Unknown;2.187500;41.475278;44;MONTCADA I REIXAC;;8125;Montcada i Reixac;no
ES1666A;43148028;ES;SPAIN;ES1666A-BE-TARRAGONA (PARC DE LA CIUTAT);02/07/2003;;Background;urban;urban;unknown;Unknown;1.242778;41.118611;14;TARRAGONA;;43148;Tarragona;no
ES1670A;46095001;ES;SPAIN;ES1670A-CAUDETE DE LAS FUENTES;03/02/2004;;Background;rural background;rural;near city;Unknown;-1.281389;39.558611;804;CAUDETE DE LAS FUENTES;;46095;Caudete de las Fuentes;no
ES1671A;46258001;ES;SPAIN;ES1671A-VILLAR DEL ARZOBISPO;01/03/2004;;Background;rural background;rural;near city;Unknown;-0.831944;39.708056;430;VILLAR DEL ARZOBISPO;;46258;Villar del Arzobispo;no
ES1672A;1022001;ES;SPAIN;ES1672A-EL CIEGO;10/05/2004;;Traffic;suburban;suburban;unknown;Unknown;-2.619444;42.518333;480;ELCIEGO;;1022;Elciego;no
ES1673A;1059012;ES;SPAIN;ES1673A-LOS HERRAN;23/05/2004;;Traffic;urban;urban;unknown;Unknown;-2.661389;42.843611;50;VITORIA-GASTEIZ;;;;no
ES1674A;1059013;ES;SPAIN;ES1674A-PARQUE SAN MARTMN;01/04/2004;19/05/2007;Background;urban;urban;unknown;Unknown;-2.688611;42.846943;453;VITORIA-GASTEIZ;;1059;Vitoria-Gasteiz;no
ES1675A;3031002;ES;SPAIN;ES1675A-BENIDORM;27/01/2004;;Background;suburban;suburban;unknown;Unknown;-0.146667;38.571389;44;BENIDORM;;3031;Benidorm;no
ES1676A;3089001;ES;SPAIN;ES1676A-MONOVER;01/05/2004;;Industrial;suburban;suburban;unknown;Unknown;-0.831111;38.446945;398;MONÓVAR/MONÒVER;;3089;Monóvar;no
ES1677A;3099002;ES;SPAIN;ES1677A-ORIHUELA;01/03/2004;;Background;suburban;suburban;unknown;Unknown;-0.852778;38.084722;32;ORIHUELA;;3099;Orihuela;no
ES1679A;8019050;ES;SPAIN;ES1679A-IL-CIUTADELLA;28/02/2004;;Background;urban;urban;unknown;Unknown;2.176389;41.387500;5;BARCELONA;;8019;Barcelona;no
ES1680A;8033004;ES;SPAIN;ES1680A-AJUNTAMENT;31/12/2003;;Background;urban;urban;unknown;Unknown;2.162350;41.634656;135;CALDES DE MONTBUI;;;;no
ES1682A;8089004;ES;SPAIN;ES1682A-IK-GAVÁ;01/07/1982;;Traffic;suburban;suburban;unknown;Unknown;2.001111;41.308056;12;GAVÀ;;8089;Gavà;no
ES1683A;8157002;ES;SPAIN;ES1683A-MERCAT MUNICIPAL;31/12/2003;;Traffic;suburban;suburban;unknown;Unknown;1.997500;41.422222;47;PALLEJÀ;;;;no
ES1684A;8184006;ES;SPAIN;ES1684A-BF-RUBÍ (CA N_ORIOL);01/01/2004;;Background;urban;urban;unknown;Unknown;2.043611;41.493333;200;RUBÍ;;8184;Rubí;no
ES1685A;12005005;ES;SPAIN;ES1685A-ALCORA;01/01/2004;;Industrial;urban;urban;unknown;Unknown;-0.189722;40.051944;160;ALCORA (L_);;12005;Alcora (l_);no
ES1686A;12009005;ES;SPAIN;ES1686A-ALMASSORA;01/01/2004;;Background;suburban;suburban;unknown;Unknown;-0.056672;39.932224;56;ALMAZORA/ALMASSORA;;;;no
ES1687A;12028001;ES;SPAIN;ES1687A-BENICASSIM;01/01/2004;;Industrial;suburban;suburban;unknown;Unknown;0.072778;40.062222;50;BENICASIM/BENICÀSSIM;;;;no
ES1688A;12032001;ES;SPAIN;ES1688A-BURRIANA;01/01/2004;;Industrial;rural;rural;near city;Unknown;-0.065000;39.892222;37;BURRIANA;;12032;Borriana;no
ES1689A;12046001;ES;SPAIN;ES1689A-CIRAT;01/03/2004;;Background;rural background;rural;near city;Unknown;-0.468333;40.054167;466;CIRAT;;12046;Cirat;no
ES1690A;12120001;ES;SPAIN;ES1690A-TORRE ENDOMENECH;01/02/2004;;Background;rural background;rural;regional;Unknown;-0.078889;40.269444;259;TORRE ENDOMÉNECH;;12051;Culla;no
ES1691A;12140002;ES;SPAIN;ES1691A-VIVER;01/01/2004;;Background;suburban;suburban;near city;Unknown;-0.603333;39.930556;616;VIVER;;12140;Viver;no
ES1696A;20069004;ES;SPAIN;ES1696A-PUYO;01/04/2004;;Background;urban;urban;unknown;Unknown;-1.984444;43.302778;88;DONOSTIA-SAN SEBASTIÁN;;20069;Donostia-San Sebastián;no
ES1697A;20069005;ES;SPAIN;ES1697A-AVENIDA TOLOSA;24/02/2004;;Traffic;urban;urban;unknown;Unknown;-2.011111;43.309444;3;DONOSTIA-SAN SEBASTIÁN;;20069;Donostia-San Sebastián;no
ES1709A;46062001;ES;SPAIN;ES1709A-BENIGANIM;05/01/2004;;Background;suburban;suburban;unknown;Unknown;-0.441389;38.934722;195;BENIGÁNIM;;46062;Benigánim;no
ES1710A;46116001;ES;SPAIN;ES1710A-L_ELIANA;01/03/2004;;Background;suburban;suburban;unknown;Unknown;-0.518889;39.571944;101;ELIANA (L_);;46116;Eliana (l_);no
ES1711A;46184002;ES;SPAIN;ES1711A-ONTINYENT;01/01/2004;;Background;suburban;suburban;near city;Unknown;-0.697222;38.788056;510;ONTINYENT;;46184;Ontinyent;no
ES1712A;48013006;ES;SPAIN;ES1712A-BARAKALDO;01/04/2004;;Traffic;urban;urban;unknown;Unknown;-2.987222;43.299167;17;BARAKALDO;;;;no
ES1713A;48020003;ES;SPAIN;ES1713A-PARQUE EUROPA;01/04/2004;;Background;urban;urban;unknown;Unknown;-2.902222;43.255000;76;BILBAO;;48020;Bilbao;no
ES1714A;48044005;ES;SPAIN;ES1714A-SANTA ANA;01/04/2004;;Industrial;suburban;suburban;unknown;Unknown;-3.010833;43.321111;19;GETXO;;;;no
ES1716A;21005001;ES;SPAIN;ES1716A-DOÑANA;21/08/2003;28/01/2008;Background;rural background;rural;remote;Unknown;-6.440006;37.285000;96;ALMONTE;;21005;Almonte;no
ES1717A;14021005;ES;SPAIN;ES1717A-COLEGIOS PROVINCIALES;01/07/2003;;Background;urban;urban;unknown;Unknown;-4.806111;37.892780;141;CÓRDOBA;;;;no
ES1718A;23097001;ES;SPAIN;ES1718A-VILLANUEVA DEL ARZOBISPO;19/01/2004;;Industrial;urban;urban;unknown;Unknown;-3.010219;38.169431;692;VILLANUEVA DEL ARZOBISPO;;;;no
ES1740A;31201013;ES;SPAIN;ES1740A-PLAZA DE LA CRUZ;01/04/2000;;Traffic;urban;urban;unknown;Unknown;-1.640000;42.812222;455;PAMPLONA/IRUÑA;;;;no
ES1741A;35019002;ES;SPAIN;ES1741A-PLAYA DEL INGLÉS;12/06/1993;;Traffic;urban;urban;unknown;Unknown;-15.562500;27.764722;17;SAN BARTOLOMÉ DE TIRAJANA;;;;no
ES1742A;35019001;ES;SPAIN;ES1742A-SAN AGUSTÍN;12/06/1993;;Traffic;urban;urban;unknown;Unknown;-15.541111;27.773889;18;SAN BARTOLOMÉ DE TIRAJANA;;;;no
ES1744A;35002002;ES;SPAIN;ES1744A-ARINAGA;15/06/1993;;Industrial;rural;rural;regional;Unknown;-15.387150;27.869069;12;AGÜIMES;;;;no
ES1745A;35002001;ES;SPAIN;ES1745A-AGÜIMES;15/06/1993;;Industrial;urban;urban;unknown;Unknown;-15.442222;27.898333;286;AGÜIMES;;;;no
ES1746A;26066001;ES;SPAIN;ES1746A-GALILEA;01/09/2004;;Industrial;rural;rural;regional;Unknown;-2.231667;42.341667;584;GALILEA;;;;no
ES1747A;31201014;ES;SPAIN;ES1747A-ROTXAPEA;01/08/2002;;Background;urban;urban;unknown;Unknown;-1.649444;42.826944;418;PAMPLONA/IRUÑA;;;;no
ES1748A;35022001;ES;SPAIN;ES1748A-SARDINA;15/06/1993;;Industrial;suburban;suburban;unknown;Unknown;-15.465833;27.849445;190;SANTA LUCÍA DE TIRAJANA;;;;no
ES1749A;31010001;ES;SPAIN;ES1749A-ALSASUA;01/07/2001;;Background;suburban;suburban;unknown;Unknown;-2.165833;42.894447;530;ALTSASU/ALSASUA;;;;no
ES1750A;29067006;ES;SPAIN;ES1750A-CARRANQUE;24/06/2005;;Background;urban;urban;unknown;Unknown;-4.447500;36.719639;36;MÁLAGA;;;;no
ES1751A;29067005;ES;SPAIN;ES1751A-EL ATABAL;07/06/2004;;Background;suburban;suburban;unknown;Unknown;-4.465531;36.729561;86;MÁLAGA;;;;no
ES1752A;28148004;ES;SPAIN;ES1752A-TORREJON DE ARDOZ II;01/01/2005;;Background;urban;urban;unknown;Unknown;-3.484167;40.455000;597;TORREJÓN DE ARDOZ;;;;no
ES1753A;26117001;ES;SPAIN;ES1753A-PRADEJÓN;01/09/2004;;Industrial;rural;rural;near city;Unknown;-2.059722;42.340000;402;PRADEJÓN;;;;no
ES1754A;43044003;ES;SPAIN;ES1754A-BC-LA SÈNIA;01/10/2004;;Background;rural background;rural;near city;Unknown;0.288889;40.645000;428;SÉNIA (LA);;;;no
ES1755A;31216001;ES;SPAIN;ES1755A-SANGUESA;01/07/2001;;Industrial;suburban;suburban;unknown;Unknown;-1.282500;42.580556;397;SANGÜESA/ZANGOZA;;;;no
ES1756A;38011004;ES;SPAIN;ES1756A-CALETILLA;15/07/1988;;Industrial;urban;urban;unknown;Unknown;-16.360278;28.377778;10;CANDELARIA;;;;no
ES1757A;38038015;ES;SPAIN;ES1757A-MERCA TENERIFE;01/07/1989;;Traffic;suburban;suburban;unknown;Unknown;-16.277222;28.443611;130;SANTA CRUZ DE TENERIFE;;;;no
ES1758A;38038013;ES;SPAIN;ES1758A-VIERA Y CLAVIJO;01/01/1987;;Traffic;urban;urban;unknown;Unknown;-16.260279;28.463335;40;SANTA CRUZ DE TENERIFE;;;;no
ES1759A;38038012;ES;SPAIN;ES1759A-CASA CUNA;01/01/1987;;Industrial;urban;urban;unknown;Unknown;-16.278056;28.449444;180;SANTA CRUZ DE TENERIFE;;;;no
ES1760A;38017003;ES;SPAIN;ES1760A-GRANADILLA;01/10/1994;;Industrial;suburban;suburban;unknown;Unknown;-16.534444;28.048889;20;GRANADILLA DE ABONA;;;;no
ES1761A;38017002;ES;SPAIN;ES1761A-SAN ISIDRO;01/10/1994;;Industrial;suburban;suburban;unknown;Unknown;-16.558056;28.080556;240;GRANADILLA DE ABONA;;;;no
ES1762A;38017001;ES;SPAIN;ES1762A-MÉDANO;01/10/1994;;Background;suburban;suburban;unknown;Unknown;-16.576389;28.113611;595;GRANADILLA DE ABONA;;;;no
ES1763A;35019004;ES;SPAIN;ES1763A-CASTILLO DEL ROMERAL;15/06/1993;;Industrial;suburban;suburban;unknown;Unknown;-15.460000;27.802222;9;SAN BARTOLOMÉ DE TIRAJANA;;;;no
ES1764A;38011005;ES;SPAIN;ES1764A-IGUESTE;15/10/1988;;Industrial;suburban;suburban;unknown;Unknown;-16.371111;28.381944;200;CANDELARIA;;;;no
ES1765A;46220009;ES;SPAIN;ES1765A-SAGUNT-NORD;19/10/2005;;Background;suburban;suburban;unknown;Unknown;-0.278889;39.684722;54;SAGUNTO/SAGUNT;;;;no
ES1766A;38006003;ES;SPAIN;ES1766A-EL RÍO;01/10/1994;;Industrial;suburban;suburban;regional;Unknown;-16.522778;28.146111;500;ARONA;;;;no
ES1767A;38006002;ES;SPAIN;ES1767A-BUZANADA;01/10/1994;;Background;suburban;suburban;unknown;Unknown;-16.651667;28.073889;309;ARONA;;;;no
ES1768A;38006001;ES;SPAIN;ES1768A-GALLETAS;01/10/1994;;Background;suburban;suburban;unknown;Unknown;-16.654444;28.009444;3;ARONA;;;;no
ES1769A;38005001;ES;SPAIN;ES1769A-SAN MIGUEL DE TAJAO;01/10/1994;;Industrial;suburban;suburban;unknown;Unknown;-16.470000;28.111389;30;ARICO;;;;no
ES1771A;24115016;ES;SPAIN;ES1771A-PONFERRADA 3 NUEVA;27/11/2004;;Industrial;suburban;suburban;unknown;Unknown;-6.625000;42.557777;541;PONFERRADA;;;;no
ES1772A;38011006;ES;SPAIN;ES1772A-BARRANCO HONDO;15/10/1988;;Industrial;suburban;suburban;unknown;Unknown;-16.356389;28.395000;430;CANDELARIA;;;;no
ES1773A;8074005;ES;SPAIN;ES1773A-T2-CUBELLES;31/12/2004;;Industrial;suburban;suburban;unknown;Unknown;1.672222;41.202222;18;CUBELLES;;;;no
ES1774A;8283002;ES;SPAIN;ES1774A-BH-TONA;13/10/2004;;Background;rural background;rural;near city;Unknown;2.215833;41.836666;629;TONA;;;;no
ES1775A;8267003;ES;SPAIN;ES1775A-AJUNTAMENT;01/04/2005;;Background;suburban;suburban;unknown;Unknown;2.137222;41.610556;213;SENTMENAT;;;;no
ES1776A;8245013;ES;SPAIN;ES1776A-SANTA COLOMA DE GRAMENET;01/01/2005;;Traffic;urban;urban;unknown;Unknown;2.209167;41.453889;33;SANTA COLOMA DE GRAMENET;;;;no
ES1777A;8182004;ES;SPAIN;ES1777A-PONT DE VILOMARA I ROCAFORT;01/01/2005;;Industrial;rural;rural;near city;Unknown;1.873333;41.703611;210;PONT DE VILOMARA I ROCAFORT (E;;;;no
ES1778A;8137001;ES;SPAIN;ES1778A-MONTSENY (LA CASTANYA);01/01/2005;;Background;rural background;rural;remote;Unknown;2.583333;41.760000;693;MONTSENY;;;;no
ES1779A;26019001;ES;SPAIN;ES1779A-ARRÚBAL;01/10/2004;;Industrial;rural;rural;near city;Unknown;-2.250278;42.438889;336;ARRÚBAL;;;;no
ES1780A;8080001;ES;SPAIN;ES1780A-Q9-FIGOLS;31/12/2004;01/03/2012;Industrial;rural;rural;near city;Unknown;1.836111;42.180000;1120;FÍGOLS;;;;no
ES1781A;11020004;ES;SPAIN;ES1781A-JEREZ-CHAPMN;04/11/2004;;Background;urban;urban;unknown;Unknown;-6.117239;36.688550;62;JEREZ DE LA FRONTERA;;;;no
ES1782A;8019051;ES;SPAIN;ES1782A-BARCELONA (C/LLUMS SOLE I SABARI);01/01/2005;31/12/2008;Background;urban;urban;unknown;Unknown;2.119192;41.384724;55;BARCELONA;;;;no
ES1783A;7027002;ES;SPAIN;ES1783A-SA VINYETA - INCA;31/01/2004;;Background;suburban;suburban;unknown;Unknown;2.919444;39.715556;118;INCA;;;;no
ES1785A;4024001;ES;SPAIN;ES1785A-BENAHADUX;11/07/2005;;Industrial;urban;urban;unknown;Unknown;-2.463219;36.923100;148;BENAHADUX;;;;no
ES1786A;4013005;ES;SPAIN;ES1786A-EL BOTICARIO;08/06/2005;;Background;suburban;suburban;unknown;Unknown;-2.390500;36.864950;55;ALMERÍA;;;;no
ES1787A;3122005;ES;SPAIN;ES1787A-SANT VICENT DEL RASPEIG;06/07/2004;;Industrial;urban;urban;unknown;Unknown;-0.527500;38.397222;123;SAN VICENTE DEL RASPEIG/SANT V;;;;no
ES1788A;8089003;ES;SPAIN;ES1788A-IM-GAVÁ;31/12/2004;;Background;suburban;suburban;unknown;Unknown;1.992786;41.304443;35;GAVÀ;;;;no
ES1789A;17079001;ES;SPAIN;ES1789A-BG-GIRONA;01/08/2004;;Traffic;suburban;suburban;unknown;Unknown;2.811667;41.986111;72;GIRONA;;;;no
ES1790A;24115015;ES;SPAIN;ES1790A-PONFERRADA 4;27/11/2004;;Industrial;suburban;suburban;unknown;Unknown;-6.584722;42.542778;541;PONFERRADA;;;;no
ES1791A;21072001;ES;SPAIN;ES1791A-VALVERDE;01/09/2003;;Background;suburban;suburban;unknown;Unknown;-6.755550;37.579781;220;VALVERDE DEL CAMINO;;;;no
ES1792A;21050003;ES;SPAIN;ES1792A-MAZAGON;21/01/2005;;Industrial;suburban;suburban;unknown;Unknown;-6.807450;37.133789;31;MOGUER;;;;no
ES1793A;21050002;ES;SPAIN;ES1793A-EL ARENOSILLO;03/02/2004;;Background;rural background;rural;regional;Unknown;-6.734081;37.104089;31;MOGUER;;;;no
ES1794A;21021001;ES;SPAIN;ES1794A-CARTAYA;25/09/2003;;Background;rural background;rural;near city;Unknown;-7.150181;37.304639;39;CARTAYA;;;;no
ES1795A;8268006;ES;SPAIN;ES1795A-Q8-CERCS (SANT JORDI);31/12/2004;01/03/2012;Industrial;rural;rural;near city;Unknown;1.859167;42.151111;720;CERCS;;;;no
ES1796A;18087008;ES;SPAIN;ES1796A-PASEOS UNIVERSITARIOS;17/03/2005;;Background;urban;urban;unknown;Unknown;-3.607500;37.184444;685;GRANADA;;;;no
ES1797A;12032005;ES;SPAIN;ES1797A-BURRIANA RESIDENCIA;31/12/2004;;Industrial;urban;urban;unknown;Unknown;-0.087778;39.895000;20;BURRIANA;;;;no
ES1798A;15030021;ES;SPAIN;ES1798A-LA GRELA;01/01/1980;;Industrial;urban;urban;unknown;Unknown;-8.424722;43.354167;65;CORUÑA (A);;;;no
ES1799A;14021007;ES;SPAIN;ES1799A-LEPANTO;07/09/2005;;Background;urban;urban;unknown;Unknown;-4.762339;37.892611;119;CÓRDOBA;;;;no
ES1800A;14021006;ES;SPAIN;ES1800A-ASOMADILLA;29/06/2005;;Background;suburban;suburban;unknown;Unknown;-4.779581;37.902739;152;CÓRDOBA;;;;no
ES1801A;28014002;ES;SPAIN;ES1801A-ARGANDA DEL REY;01/06/2006;;Industrial;urban;urban;unknown;Unknown;-3.458889;40.300833;596;ARGANDA DEL REY;;28014;Arganda del Rey;no
ES1802A;28016001;ES;SPAIN;ES1802A-EL ATAZAR;01/09/2006;;Background;rural background;rural;remote;Unknown;-3.466667;40.910278;940;ATAZAR (EL);;28107;Patones;no
ES1803A;28047002;ES;SPAIN;ES1803A-COLLADO VILLALBA;31/05/2006;;Traffic;urban;urban;unknown;Unknown;-4.013333;40.633889;873;COLLADO VILLALBA;;28047;Collado Villalba;no
ES1804A;28065013;ES;SPAIN;ES1804A-GETAFE;01/10/2006;;Traffic;urban;urban;unknown;Unknown;-3.714167;40.324722;638;GETAFE;;28065;Getafe;no
